Registrant Name,amount
"NVG, LLC",1335167.28
THE AMERICAN WATERWAYS OPERATORS,1336303.93
FARRAGUT PARTNERS LLP,1339031.92
"MARRIOTT INTERNATIONAL, INC.",1345210.0
CUBIC CORPORATION,1347200.0
SPRINT CORPORATION,1348900.0
PUBLIC SERVICE ENTERPRISE GROUP,1352673.89
THORN RUN PARTNERS,1356166.36
USA RICE FEDERATION,1357050.0
"AIRBUS AMERICAS, INC",1362901.12
"FIDELITY NATIONAL FINANCIAL, INC.",1363700.0
AMERICAN BAKERS ASSOCIATION,1374122.95
FINANCIAL SERVICES INSTITUTE,1375000.0
ALABAMA FARMERS FEDERATION,1379500.0
"NIKE, INC",1382605.03
ACA INTERNATIONAL,1384200.04
GUARDIAN LIFE INSURANCE COMPANY OF AMERICA,1384985.5
INDEPENDENT PETROLEUM ASSOCIATION OF AMERICA,1385873.45
AMEREN SERVICES,1387557.04
"TAKEDA PHARMACEUTICALS AMERICA, INC.",1388250.0
DYKEMA GOSSETT PLLC,1390165.88
NOSSAMAN LLP,1394950.0
"BUILDING AND CONSTRUCTION TRADES DEPT., AFL-CIO",1399340.95
PHARMACEUTICAL CARE MANAGEMENT ASSOCIATION,1399400.66
PUBLIC POLICY MANAGEMENT GROUP,1403116.0
BANK POLICY INSTITUTE,1411199.48
TEXAS FARM BUREAU,1414830.44
THE INTERNET ASSOCIATION,1418300.2000000002
SUSAN B ANTHONY LIST,1418997.4
NATIONAL ASSOCIATION OF MANUFACTURERS,1421024.0
FLORIDA SUGAR CANE LEAGUE,1423818.83
FAEGRE DRINKER BIDDLE & REATH LLP,1427132.02
AMERICAN STAFFING ASSOCIATION,1427350.0
SAFARI CLUB INTERNATIONAL,1427815.62
ARCHER DANIELS MIDLAND COMPANY,1439099.57
THE SOCIETY OF THORACIC SURGEONS,1446650.0
"JOHNSON CONTROLS, INC AND AFFILIATES",1450185.08
"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",1457200.0
"ARCH RESOURCES, INC. (FORMERLY ARCH COAL, INC.)",1459075.0
POLSINELLI PC,1462513.36
S-3 GROUP,1463145.3
"AIRBNB, INC.",1472734.26
GENESIS HEALTHCARE INC (FORMERLY LISTED AS GENESIS HEALTHCARE CORPORATION),1474610.0
CEMEX INC.,1479079.1
INTERNATIONAL FRESH PRODUCE ASSOCIATION (FKA UNITED FRESH PRODUCE ASSOCIATION),1482975.92
"NAVIGATORS GLOBAL LLC (FORMERLY DC NAVIGATORS, LLC)",1484626.78
FOOD MARKETPLACE INC.,1492510.05
AECOM,1495000.0
PMI GLOBAL SERVICES INC.,1502136.37
THE AMERICAN INSTITUTE OF ARCHITECTS,1502920.0
REPUBLICAN JEWISH COALITION,1507550.0
THERMO FISHER SCIENTIFIC INC.,1508436.2
INTERNATIONAL LONGSHOREMEN'S ASSOCIATION,1510549.0
MANAGED FUNDS ASSOCIATION,1512600.0
FGS GLOBAL (US) LLC (FKA FGH HOLDINGS LLC),1512820.28
"AMERIPRISE FINANCIAL, INC.",1517310.0
"NAVIENT SOLUTIONS, LLC",1521523.33
3M COMPANY,1530600.0
LEADERSHIP CONFERENCE ON CIVIL AND HUMAN RIGHTS,1533479.43
"ATLAS AIR WORLDWIDE HOLDINGS, INC.",1536440.0
"THE NICKLES GROUP, LLC",1539785.0
DISCOVER FINANCIAL SERVICES,1542792.0
"DAIRY FARMERS OF AMERICA, INC.",1543440.0
NATIONAL CORN GROWERS ASSN,1552822.6
BAXTER HEALTHCARE CORPORATION,1556900.0
LKQ CORPORATION,1563112.0
"SAMSUNG ELECTRONICS AMERICA, INC.",1565085.05
BALL CORPORATION (INCLUDING BALL AEROSPACE & TECHNOLOGIES CORP.),1573650.0
"GROWTH ENERGY, INC.",1574065.0
HARDWOOD FEDERATION,1574900.0
PRIME POLICY GROUP,1584180.74
MARINE ENGINEERS' BENEFICIAL ASSOCIATION,1587625.62
"ROBERTI GLOBAL (FKA ROBERTI WHITE, LLC)",1592007.58
HP INC.,1597472.8
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES,1600669.78
ASIAN AMERICAN HOTEL OWNERS ASSOCIATION,1601795.0
NATIONAL MARINE MANUFACTURERS ASSOCIATION,1604600.89
NATIONAL RETAIL FEDERATION,1605563.63
HSBC-NORTH AMERICA,1606811.0
"INTUIT, INC. AND AFFILIATES (FORMERLY INTUIT, INC.)",1607638.78
BRIDGEPOINT EDUCATION,1622050.0
AVENUE SOLUTIONS,1622711.96
"HARBINGER STRATEGIES, LLC",1630625.0
ROLLS-ROYCE NORTH AMERICA AND ITS AFFILIATES,1648750.0
VENABLE LLP,1652726.43
"TWENTY-FIRST CENTURY FOX, INC.",1660375.0
"JACOBS ENGINEERING GROUP, INC.",1663450.0
ADVANCED MEDICAL TECHNOLOGY ASSN,1665511.11
AMERICAN SOCIETY FOR RADIATION ONCOLOGY,1665750.0
"HANNEGAN LANDAU POERSCH & ROSENBAUM ADVOCACY, LLC",1668169.2
"H&R BLOCK MANAGEMENT, LLC, A SUBSIDIARY OF H&R BLOCK, INC.",1674253.24
AMERICAN ASSOCIATION OF NURSE PRACTITIONERS,1678270.0
CALPINE CORPORATION,1678361.85
"DISNEY WORLDWIDE SERVICES, INC.",1682704.5
NATIONAL FUEL GAS COMPANY,1703768.02
VERTEX PHARMACEUTICALS INCORPORATED,1703943.58
"AMERICAN CABLE ASSOCIATION, INC. DBA ACACONNECTS",1704000.0
"THE AMERICAN OCCUPATIONAL THERAPY ASSOCIATION, INC. (AOTA)",1705195.0
BAKER & HOSTETLER LLP,1705453.25
APPLE INC.,1711912.4
CMS ENERGY CORP,1723447.0
"AMERICAN ELECTRIC POWER COMPANY, INC. AND AFFILIATED CORPORATIONS",1723660.0
"ASTELLAS PHARMA US, INC.",1724525.0
"LAND O'LAKES, INC.",1727139.23
"EDWARDS LIFESCIENCES, LLC",1730143.22
"LEONARDO DRS, INC.",1730700.0
NATIONAL CHICKEN COUNCIL,1731900.0
PRINCIPAL FINANCIAL GROUP,1732269.26
WINE INSTITUTE,1732396.47
RAFFANIELLO & ASSOCIATES,1737485.94
CHESAPEAKE ENERGY CORPORATION,1739884.46
JACKSON NATIONAL LIFE INSURANCE COMPANY,1740041.56
"TARPLIN, DOWNS & YOUNG, LLC",1742295.9
"KOUNTOUPES DENHAM CARR & REID, LLC",1742985.13
THE CHARLES SCHWAB CORPORATION,1750925.0
J STREET,1761578.58
"AIR TRANSPORT ASSOCIATION OF AMERICA, INC. (D/B/A AIRLINES FOR AMERICA)",1771931.0
ALLY FINANCIAL INC.,1772940.0
"HDR, INC",1778863.31
NETJETS ASSOCIATION OF SHARED AIRCRAFT PILOTS,1778950.0
ZURICH,1786206.3
TOM COLEMAN ASSOCIATES LLC,1786850.0
"BECHTEL GROUP, INC.",1792100.0
AMERICAN SPEECH-LANGUAGE-HEARING ASSOCIATION,1792243.75
WILSON & ROME LLP,1800000.0
"GENWORTH FINANCIAL, INC.",1804476.68
AMERICAN CHIROPRACTIC ASSOCIATION,1804525.0
"BECHTEL NATIONAL, INC",1819803.0
OCCIDENTAL PETROLEUM CORPORATION,1832329.66
S&P GLOBAL INC. (F/K/A MCGRAW HILL FINANCIAL INC.),1834936.3
"LIBERTY PARTNERS GROUP, LLC",1835167.06
DENTONS US LLP,1837188.6
"JONES WALKER, LLP",1839607.83
AMERICAN ASSOCIATION OF NEUROLOGICAL SURGEONS,1845610.44
CONSUMER BANKERS ASSOCIATION,1851395.4
MACANDREWS SOUTH CORPORATION,1856764.89
GENERAL MILLS,1867680.0
SIERRA NEVADA CORPORATION,1880966.0
"ORBITAL ATK, INC.",1888471.24
"WPX ENERGY, INC.",1890200.0
"CROSSROADS STRATEGIES, LLC",1896600.88
NATIONAL ASSOCIATION OF CHAIN DRUG STORES,1904515.0
BRYAN CAVE LEIGHTON PAISNER LLP,1913598.24
SYNCHRONY FINANCIAL,1914000.0
"JUUL LABS, INC.",1919592.7
EASTMAN CHEMICAL COMPANY,1934950.0
ECOLAB INC.,1935710.0
"DIRECT SUPPLY, INC.",1936044.81
"INTERCONTINENTAL EXCHANGE GROUP, INC. (FORMERLY INTERCONTINENTAL EXCHANGE)",1936600.0
TRUCK RENTING AND LEASING ASSOCIATION,1938450.0
"ADAMS AND REESE, LLP",1946362.9
ALIGNMENT GOVERNMENT STRATEGIES,1947957.51
AMERICAN NURSES ASSOCIATION,1949273.39
SIERRA CLUB,1951653.83
WILEY REIN LLP,1953706.76
ENERGY MARKETERS OF AMERICA,1964150.0
TIME WARNER CABLE INC.,1967390.0
"AMERICA'S HEALTH INSURANCE PLANS, INC. (AHIP)",1967475.0
CORNING INCORPORATED,1971031.22
HALLIBURTON COMPANY,1974346.65
MCDERMOTT WILL & EMERY LLP,1984187.33
PARAMOUNT GLOBAL,1984950.0
PROFESSIONAL AVIATION SAFETY SPECIALISTS,1990067.0
"CORECIVIC, INC.",1992125.0
PARSONS CORPORATION,1994400.0
NATIONAL TURKEY FEDERATION,1999940.0
PRINCETON UNIVERSITY,2023372.84
AMERICAN FOREST & PAPER ASSOCIATION,2027036.94
AUTO CARE ASSOCIATION,2027270.0
"NISOURCE, INC",2028600.0
AMERICAN INVESTMENT COUNCIL F/K/A PEGCC,2029741.45
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,2031473.9
EMERGENT BIOSOLUTIONS INC.,2043166.92
BRADY CAMPAIGN TO PREVENT GUN VIOLENCE,2046099.0
EDISON INTERNATIONAL,2047250.0
NATIONAL ROOFING CONTRACTORS ASSOCIATION,2063500.0
NATIONAL ASSOCIATION OF POSTAL SUPERVISORS,2064025.0
"CBOE GLOBAL MARKETS, INC.",2064500.0
WALGREEN COMPANY,2068596.05
"CASSIDY & ASSOCIATES, INC.",2074030.55
EMERSON,2082500.0
AGRICULTURAL RETAILERS ASSOCIATION,2089031.0
BRISTOL-MYERS SQUIBB COMPANY,2095800.0
"BEST BUY CO., INC.",2101400.0
THOMPSON COBURN LLP,2102850.0
"PUBLIX SUPER MARKETS, INC.",2113021.0
NARAL PRO-CHOICE AMERICA,2117130.89
"MEDTRONIC, INC.",2142700.0
"BWX TECHNOLOGIES, INC.",2164375.0
"AGM CONSULTING SERVICES, INC.",2178750.0
HUMANE SOCIETY LEGISLATIVE FUND AND ITS AFFILIATES,2192050.21
ARENTFOX SCHIFF LLP,2194300.36
NATIONAL PORK PRODUCERS COUNCIL,2200400.0
TRANSAMERICA COMPANIES,2200650.0
VANGUARD GROUP,2220000.0
"FARMERS GROUP, INC",2222422.78
MCGUIREWOODS LLP,2222940.16
"MARSH & MCLENNAN COMPANIES, INC.",2235827.5
STRUCTURED FINANCE ASSOCIATION,2237446.82
MR. ROBERT L. REDDING JR.,2243248.66
"DISH NETWORK, LLC",2247342.85
HEWLETT PACKARD ENTERPRISE COMPANY,2249160.0
WEYERHAEUSER COMPANY,2267700.0
AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,2271250.0
"ALPINE GROUP PARTNERS, LLC.",2283675.45
COZEN O'CONNOR PC,2285807.76
SHEET METAL & AIR CONDITIONING CONTRACTORS NAT'L ASSN,2291650.0
MASTERCARD WORLDWIDE,2298682.32
SUNTRUST BANK,2307392.0
"UBER TECHNOLOGIES, INC.",2314977.14
AMERICAN ASSOCIATION OF ORAL AND MAXILLOFACIAL SURGEONS,2316700.0
MRS. NANCY ZIRKIN,2317200.0
SOCIETY FOR HUMAN RESOURCE MANAGEMENT,2322000.0
CITIGROUP MANAGEMENT CORP.,2323400.0
CTIA-THE WIRELESS ASSOCIATION,2355350.0
NATIONAL MINING ASSOCIATION,2358300.48
ALLSTATE INSURANCE COMPANY,2372864.0
AMERICAN BEVERAGE ASSOCIATION,2377130.49
JOHNS HOPKINS UNIVERSITY,2386728.0
"CARDINAL HEALTH, INC.",2394670.0
"ACCENTURE, LLP",2403365.56
"CHENIERE ENERGY, INC.",2409613.41
COLLEGE OF AMERICAN PATHOLOGISTS,2412886.39
VAN SCOYOC ASSOCIATES,2429425.76
"XCEL ENERGY, INC",2432850.0
UNIVERSITY OF CALIFORNIA,2436675.96
NATIONAL READY MIXED CONCRETE ASSOCIATION,2439503.0
DTE ENERGY,2469788.6
"DYNCORP INTERNATIONAL, LLC",2487770.0
"BLOOMIN' BRANDS, INC.",2490100.0
MONSANTO COMPANY,2497304.0
"THE HAROLD FORD GROUP, LLC",2512800.0
NELSON MULLINS RILEY & SCARBOROUGH,2516521.02
"CAPITOL HILL STRATEGIES,  LLC",2529803.21
THE DEPOSITORY TRUST & CLEARING CORPORATION,2545200.0
CHUBB INA HOLDINGS INC.,2549800.0
TRUIST FINANCIAL CORPORATION (FORMERLY KNOWN AS BB&T),2550103.0
SEAFARERS INTERNATIONAL UNION OF N.A. - AGLIW,2562185.0
ORACLE CORPORATION,2596090.0
GRANT THORNTON LLP,2600619.15
"AMEDISYS, INC.",2640200.0
"CGCN GROUP, LLC (FORMERLY KNOWN AS CLARK GEDULDIG CRANFORD & NIELSEN, LLC)",2644544.65
OFFICE OF THE COMMISSIONER OF BASEBALL,2651750.0
BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ /THE DASCHLE GROUP,2653687.95
THE PROCTER AND GAMBLE COMPANY,2656295.0
COMMUNITY ONCOLOGY ALLIANCE,2668053.34
KING & SPALDING LLP,2677007.93
NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION,2678800.0
BOSTON UNIVERSITY,2680820.73
"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",2704046.45
SIIA,2717880.0
BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN,2722256.41
"CISCO SYSTEMS, INC",2725742.12
NATIONAL SHOOTING SPORTS FOUNDATION,2725983.61
UNUM GROUP,2730000.0
"BLACKROCK FUNDS SERVICES GROUP, LLC",2730500.0
UNIVERSITY OF LOUISVILLE,2732396.43
BERKSHIRE HATHAWAY ENERGY (FORMERLY MIDAMERICAN ENERGY HOLDINGS COMPANY),2748600.0
"L3 TECHNOLOGIES, INC.",2758012.36
"PODESTA GROUP, INC.",2759199.76
FIRSTENERGY CORP,2781115.0
SEMPRA ENERGY,2786000.0
AMERICAN ACADEMY OF NEUROLOGY,2787550.0
THE OHIO STATE UNIVERSITY,2794682.3600000003
FIERCE GOVERNMENT RELATIONS,2800284.0
CREDIT SUISSE SECURITIES (USA),2801413.2
SOUTHWEST AIRLINES PILOTS' ASSOCIATION,2811215.66
NATIONAL ASSOCIATION OF FEDERALLY-INSURED CREDIT UNIONS (FKA NAT'L ASSN OF FEDERAL CREDIT UNIONS),2812886.0
PPL CORPORATION,2814347.96
AMERICAN PODIATRIC MEDICAL ASSOCIATION,2840451.0
SOUTHWEST AIRLINES,2858717.0100000002
HARTFORD FINANCIAL SERVICES GROUP,2904700.0
"THE TRAVELERS COS., INC. AND SUBSIDIARIES",2906900.0
NUCOR CORPORATION,2910750.0
SPACE EXPLORATION TECHNOLOGIES,2913000.0
TONIO BURGOS & ASSOCIATES OF NEW JERSEY LLC,2924270.91
"UNITED AIRLINES, INC.",2950514.4
AMERICAN CHEMISTRY COUNCIL,2952043.0
PHILLIPS 66,2976770.04
"LUMEN TECHNOLOGIES, INC.",3018115.0
THE DUBERSTEIN GROUP INC.,3087252.9
NATIONWIDE MUTUAL INSURANCE COMPANY,3102225.0
NATIONAL CONFECTIONERS ASSOCIATION,3105278.68
NOVO NORDISK INC.,3129059.19
MCGUIREWOODS CONSULTING (A SUBSIDIARY OF MCGUIREWOODS LLP),3161040.4899999998
"THE WILLIAMS COMPANIES, INC.",3166000.0
"BP AMERICA, INC",3176673.11
MELLON FINANCIAL SERVICES CORPORATION #1,3180542.5
BBVA,3180894.0
BAYER CORPORATION (CONSOLIDATED REPORT),3182020.0
CENTENE CORPORATION,3183726.49
AMERICAN GAS ASSOCIATION,3187950.1
NOVARTIS,3205955.5
AETNA INC.,3211982.0
"ENTERGY SERVICES, LLC",3249670.0
"NUCLEAR ENERGY INSTITUTE, INC.",3250108.0
VENN STRATEGIES,3259253.32
"EXPRESS SCRIPTS, INC.",3293570.28
TARGET CORPORATION,3309100.0
U.S. TRAVEL ASSOCIATION,3314215.7
NATIONAL VENTURE CAPITAL ASSOCIATION,3316900.0
TEXTRON INC.,3342752.3
JPMORGAN CHASE & CO.,3351495.0
AMERICAN VETERINARY MEDICAL ASSOCIATION,3389983.2
SECURITIES INDUSTRY AND FINANCIAL MARKETS ASSOCIATION,3395867.74
YALE UNIVERSITY,3405925.16
"QUALCOMM, INCORPORATED",3423350.0
LPL FINANCIAL,3433914.66
"MEHLMAN CONSULTING, INC.",3461286.69
ALLIED PILOTS ASSOCIATION,3464339.0
U.S. BANCORP (FORMERLY FILED AS U.S. BANK),3480812.31
NATIONAL TREASURY EMPLOYEES UNION,3524174.0
MCDONALD'S CORPORATION,3531089.75
OGILVY GOVERNMENT RELATIONS,3560273.76
DELL TECHNOLOGIES INC.,3574550.0
ROCK CENTRAL,3588700.0
TIBER CREEK GROUP,3592198.92
DEERE & COMPANY,3593150.0
GSK (FKA GLAXOSMITHKLINE INC.),3638700.0
SQUIRE PATTON BOGGS,3643827.44
"POET, LLC",3658518.0
FEDERATION OF AMERICAN HOSPITALS,3682582.5
SANOFI US SERVICES INC.,3698300.0
PINNACLE WEST CAPITAL CORPORATION,3701425.0
INTERNATIONAL COUNCIL OF SHOPPING CENTERS,3723600.0
ARNOLD & PORTER KAYE SCHOLER LLP,3725272.26
SUBJECT MATTER,3773953.0
FORBES-TATE,3792582.66
REAL ESTATE ROUNDTABLE,3802250.0
JPMORGAN CHASE HOLDINGS LLC,3824450.0
"MOTOROLA SOLUTIONS, INC",3829870.0
LOWE'S COMPANIES INC.,3841485.0
EXPERIAN NORTH AMERICA,3850055.17
"GENENTECH, INC",3856476.0
UNITED MINE WORKERS OF AMERICA,3868547.5
AMERICAN COLLEGE OF CARDIOLOGY,3875750.0
TIAA,3900850.0
EDISON ELECTRIC INSTITUTE,3909655.0
"AMERICAN POSTAL WORKERS UNION, AFL-CIO",3922952.9
AMERICAN PETROLEUM INSTITUTE,3929277.17
AMERICAN MARITIME OFFICERS,3943471.57
SELECT MEDICAL HOLDINGS CORPORATION,3949259.54
THE NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY,4006875.08
THE PNC FINANCIAL SERVICES GROUP,4007850.0
PACIFIC LIFE INSURANCE COMPANY,4009236.64
"UNITED STEEL, PAPER & FORESTRY, RUBBER, MANUFACTURING, ENERGY",4044881.12
EMPIRE CONSULTING GROUP,4072188.71
NATIONAL COTTON COUNCIL,4072487.87
"MOLINA HEALTHCARE, INC.",4100060.61
AMERICAN COLLEGE OF OBSTETRICIANS AND GYNECOLOGISTS,4112405.07
"THE CAPITAL GROUP COMPANIES, INC. AND ITS AFFILIATES",4131550.0
INTERNATIONAL BROTHERHOOD OF BOILERMAKERS,4178300.0
NATIONAL COMMUNITY PHARMACISTS ASSOCIATION,4223650.0
HUMAN RIGHTS CAMPAIGN,4227364.4
"LEIDOS, INC.",4275074.52
CONSUMER TECHNOLOGY ASSOCIATION,4285275.22
"WILLIAMS AND JENSEN, PLLC",4289930.92
QUICKEN LOANS INC.,4300050.0
AMERICAN SENIORS HOUSING ASSOCIATION,4357365.3
REGIONS FINANCIAL CORP,4375423.07
BASF CORPORATION,4391236.47
NATIONAL CATTLEMEN'S BEEF ASSOCIATION,4408900.0
NATIONAL RIFLE ASSOCIATION OF AMERICA,4440880.47
"CITIGROUP WASHINGTON, INC.",4442313.67
FOLEY & LARDNER LLP,4516723.68
AMERICAN TRUCKING ASSOCIATIONS,4522700.0
GENERAL ATOMICS,4543414.94
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,4551093.04
ASTRAZENECA PHARMACEUTICALS LP,4555478.0
NATIONAL RURAL LETTER CARRIERS' ASSOCIATION,4556600.0
CVS HEALTH (AND SUBSIDIARIES),4573000.0
INTERNATIONAL FRANCHISE ASSOCIATION,4600428.69
LEAGUE OF CONSERVATION VOTERS,4658108.95
AMERICAN COLLEGE OF SURGEONS PROFESSIONAL ASSOCIATION,4726333.0
AMERICAN LAND TITLE ASSOCIATION,4809970.39
"GREENBERG TRAURIG, LLP",4898614.39
AMERICAN FINANCIAL SERVICES ASSOCIATION,4918850.0
FINSECA,5010893.67
CYRRUS ANALYTICS LLC,5016750.0
PREDICATE LLC,5019082.029999999
"ENTERPRISE HOLDINGS, INC.",5023700.18
CATERPILLAR INC.,5049450.0
NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION,5060750.0
CREATIVE GOVERNMENT SOLUTIONS LLC,5068900.0
NATIONAL ASSOCIATION OF BENEFITS AND INSURANCE PROFESSIONALS,5077100.0
"PLANNED PARENTHOOD ACTION FUND, INC.",5078330.63
UNITE HERE!,5101937.41
AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS,5103340.5
"IHEARTMEDIA, INC.",5125217.18
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,5145000.0
LIBERTY MUTUAL GROUP,5188850.0
"INT'L ASS'N OF SHEET METAL, AIR, RAIL & TRANSP. WORKERS, TRANSP. DIV.",5192228.0
"CME GROUP, INC.",5207725.0
"BARNES & THORNBURG, LLP",5254031.03
AMERISOURCEBERGEN CORPORATION,5267516.0
FRESENIUS MEDICAL CARE NORTH AMERICA,5268895.01
"EXELON BUSINESS SERVICES, LLC",5312650.22
"T-MOBILE USA, INC.",5321370.0
"DOMINION ENERGY, INC.",5323070.55
AMALGAMATED TRANSIT UNION,5330850.0
AMERICAN RESORT DEVELOPMENT ASSN,5336500.0
AMERICAN EXPRESS COMPANY,5372300.0
ALSTON & BIRD LLP,5392395.02
BOSTON SCIENTIFIC CORPORATION,5398065.0
ASSOCIATED GENERAL CONTRACTORS OF AMERICA,5416900.0
INVARIANT LLC,5422516.17
"JOHNSON & JOHNSON SERVICES, INC.",5435289.12
NATIONAL FOOTBALL LEAGUE,5442972.4
NATIONAL ASSOCIATION OF MUTUAL INSURANCE COMPANIES,5446300.0
WELLS FARGO & COMPANY,5447975.0
BLUE CROSS AND BLUE SHIELD ASSOCIATION,5451480.0
FLUOR CORPORATION,5469438.0
"HALLMARK CARDS, INC",5471500.0
"HUNTINGTON INGALLS INDUSTRIES, INC.",5480300.0
AMERICAN ASSOCIATION OF NURSE ANESTHETISTS,5489082.65
BIOTECHNOLOGY INNOVATION ORGANIZATION,5519549.03
"METLIFE GROUP, INC.",5546460.0
"NATIONAL STONE, SAND AND GRAVEL ASSOCIATION",5595730.0
"THE FERGUSON GROUP, LLC",5609125.0
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION FKA PROPERTY CASUALTY INSURERS ASSOC. OF AMERICA,5613301.5
NATIONAL RESTAURANT ASSOCIATION,5719276.5
AMERICAN ACADEMY OF FAMILY PHYSICIANS,5744622.84
AMERICAN ACADEMY OF OPHTHALMOLOGY,5767478.06
CAPITOL HILL CONSULTING GROUP,5779667.26
HUNTINGTON BANCSHARES INCORPORATED,5781062.0
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",5797261.68
ANHEUSER-BUSCH COMPANIES,5806121.48
AMERICAN PHYSICAL THERAPY ASSOCIATION,5860900.0
STEPTOE & JOHNSON LLP,5922287.41
VALERO ENERGY CORPORATION,5968000.0
CAPITOL COUNSEL LLC,5970024.31
"PEPSICO, INC",5997275.93
MONUMENT ADVOCACY,6011121.35
"L3HARRIS TECHNOLOGIES, INC.",6011449.73
AMERICAN COUNCIL OF LIFE INSURERS,6023783.93
INTERNATIONAL PAPER,6082703.0
"THE DOW CHEMICAL COMPANY, DBA DOW",6169938.92
ABBOTT LABORATORIES,6192359.99
CIGNA CORPORATION AND SUBSIDIARIES (FORMERLY CIGNA CORPORATION),6211914.0
"HUMANA, INC.",6251360.0
INTERNATIONAL UNION OF BRICKLAYERS & ALLIED CRAFTWORKERS,6281600.0
EBAY INC.,6323057.0
AARP,6325227.81
FARM CREDIT COUNCIL,6333260.66
AICPA ASSOCIATION OF INTERNATIONAL CERTIFIED PROFESSIONAL ACCOUNTANTS,6353638.5
INTEL CORPORATION,6376095.59
"RYAN MACKINNON VASAPOLI AND BERZOK, LLP",6452400.0
"ABBVIE, INC.",6456496.0
BOYDEN GRAY & ASSOCIATES PLLC,6505250.0
BGR GOVERNMENT AFFAIRS,6597022.79
MCGLOTTEN & JARVIS,6664700.0
MARATHON PETROLEUM COMPANY LP,6679150.0
DAVITA INC.,6830452.0
NATIONAL APARTMENT ASSOCIATION,6912000.0
"PRUDENTIAL FINANCIAL, INC.",6934700.0
AMERICAN HEALTH CARE ASSOCIATION,6946092.99
RAI SERVICES COMPANY,6958753.5
NATIONAL ASSOCIATION OF CONVENIENCE STORES,6971200.0
"AMERICAN AIRLINES, INC.",6983687.32
ELI LILLY AND COMPANY,6984525.0
COX ENTERPRISES INC.,7076825.0
DUKE ENERGY CORPORATION,7113136.25
"AMERICAN FED OF GOVERNMENT EMPLOYEES, AFL-CIO",7114125.19
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",7179350.0
PACIFIC GAS AND ELECTRIC COMPANY,7184235.3
AMERICAN HOTEL & LODGING ASSOCIATION,7204555.07
KELLEY DRYE & WARREN LLP,7206107.8
"HEALTH CARE SERVICE CORPORATION, A MUTUAL LEGAL RESERVE COMPANY (HCSC)",7207424.25
AMERICAN PSYCHIATRIC ASSOCIATION,7251601.84
"THE GOLDMAN SACHS GROUP, INC.",7361712.39
CONOCOPHILLIPS,7366873.0
THE MADISON GROUP,7508056.26
NATHANSON+HAUCK,7559595.7
HOGAN LOVELLS US LLP,7600578.52
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,7601060.51
"MERCK & CO, INC.",7617449.32
NFIB (NATIONAL FEDERATION OF INDEPENDENT BUSINESS),7618972.0
NORFOLK SOUTHERN CORPORATION,7661708.43
BANK OF AMERICA CORPORATION,7766576.0
"NEXTERA ENERGY, INC.",7818289.0
BUCHANAN INGERSOLL & ROONEY PC,8097838.99
AMERICAN COLLEGE OF EMERGENCY PHYSICIANS,8111141.53
"INT'L. ASSOCIATION OF BRIDGE, STRUCTURAL, ORNAMENTAL & REINFORCING IRON WORKERS",8202295.0
"BAE SYSTEMS, INC.",8235665.0
"DELTA AIR LINES, INC.",8243745.98
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO",8310665.0
SOUTHERN COMPANY,8366747.76
"ELEVANCE HEALTH, INC.",8470521.0
MCKESSON CORPORATION AND ITS AFFILIATE U.S. ONCOLOGY (FORMERLY MCKESSON CORP.),8493180.08
CHAMBER OF COMMERCE OF THE U.S.A.,8557178.879999999
"UNITEDHEALTH GROUP, INC.",8682710.0
"META PLATFORMS, INC. AND VARIOUS SUBSIDIARIES",8720570.59
INDEPENDENT COMMUNITY BANKERS OF AMERICA,8742112.88
AIRCRAFT OWNERS & PILOTS ASSOCIATION,8858681.05
AMERICAN OPTOMETRIC ASSOCIATION,8904153.02
STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,8918956.27
COVINGTON & BURLING LLP,8925373.23
INVESTMENT COMPANY INSTITUTE,8938050.0
CSX CORPORATION,8956300.0
MORGAN STANLEY & CO. LLC,8979320.0
VISA INC.,9080795.5
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",9091657.33
KPMG LLP,9476100.0
"UNITED AUTOMOBILE, AEROSPACE & AGRICULTURAL IMPLEMENT WORKERS",9549732.5
INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS,9653820.0
"WINE AND SPIRITS WHOLESALERS OF AMERICA, INC",9748740.48
AMERICAN MEDICAL ASSOCIATION,9873062.61
